Calculated Z (nm)   Deflection {nN)     
Extend Data
1.890625e+002       -5.741501e-002      
1.894531e+002       -6.025314e-002      
1.898438e+002       -5.688858e-002      
1.902344e+002       -6.009293e-002      
1.906250e+002       -5.778122e-002      
1.910156e+002       -5.974960e-002      
1.914063e+002       -5.894852e-002      
1.917969e+002       -5.667114e-002      
1.921875e+002       -5.767822e-002      
1.925781e+002       -6.034470e-002      
1.929688e+002       -6.136322e-002      
1.933594e+002       -6.106567e-002      
1.937500e+002       -5.979538e-002      
1.941406e+002       -6.106567e-002      
1.945313e+002       -5.993271e-002      
1.949219e+002       -5.961227e-002      
1.953125e+002       -5.835342e-002      
1.957031e+002       -5.897141e-002      
1.960938e+002       -5.909729e-002      
1.964844e+002       -5.902863e-002      
1.968750e+002       -5.672836e-002      
1.972656e+002       -5.799866e-002      
1.976563e+002       -6.057358e-002      
1.980469e+002       -6.048203e-002      
1.984375e+002       -6.013870e-002      
1.988281e+002       -6.081390e-002      
1.992188e+002       -6.077957e-002      
1.996094e+002       -5.744934e-002      
2.000000e+002       -6.092834e-002      
2.003906e+002       -6.199265e-002      
2.007813e+002       -5.938339e-002      
2.011719e+002       -5.957794e-002      
2.015625e+002       -5.929184e-002      
2.019531e+002       -5.549240e-002      
2.023438e+002       -5.873108e-002      
2.027344e+002       -5.909729e-002      
2.031250e+002       -6.039047e-002      
2.035156e+002       -5.744934e-002      
2.039063e+002       -6.254196e-002      
2.042969e+002       -6.131744e-002      
2.046875e+002       -6.004715e-002      
2.050781e+002       -6.090546e-002      
2.054688e+002       -5.714035e-002      
2.058594e+002       -6.053925e-002      
2.062500e+002       -5.883408e-002      
2.066406e+002       -5.739212e-002      
2.070313e+002       -5.480576e-002      
2.074219e+002       -5.854797e-002      
2.078125e+002       -5.956650e-002      
2.082031e+002       -5.982971e-002      
2.085938e+002       -5.722046e-002      
2.089844e+002       -5.762100e-002      
2.093750e+002       -6.080246e-002      
2.097656e+002       -6.225586e-002      
2.101563e+002       -5.773544e-002      
2.105469e+002       -5.973816e-002      
2.109375e+002       -6.066513e-002      
2.113281e+002       -6.040192e-002      
2.117188e+002       -5.710602e-002      
2.121094e+002       -6.067657e-002      
2.125000e+002       -5.583572e-002      
2.128906e+002       -5.955505e-002      
2.132813e+002       -5.946350e-002      
2.136719e+002       -5.886841e-002      
2.140625e+002       -5.780411e-002      
2.144531e+002       -5.652237e-002      
2.148438e+002       -5.920029e-002      
2.152344e+002       -5.585861e-002      
2.156250e+002       -6.057358e-002      
2.160156e+002       -5.780411e-002      
2.164063e+002       -5.660248e-002      
2.167969e+002       -5.790710e-002      
2.171875e+002       -5.922318e-002      
2.175781e+002       -5.821609e-002      
2.179688e+002       -5.805588e-002      
2.183594e+002       -6.025314e-002      
2.187500e+002       -5.653381e-002      
2.191406e+002       -5.838776e-002      
2.195313e+002       -5.937195e-002      
2.199219e+002       -5.701447e-002      
2.203125e+002       -5.492020e-002      
